#def pos x y xi
1.6541	 1.1746	0.1399
1.6542	 1.3334	0.1288
1.6972	 1.7298	0.1179
1.6995	 0.6181	0.1401
1.6988	 1.5713	0.1276
1.6999	 0.7773	0.1372
1.6999	 0.9363	0.1353
1.7000	 1.0952	0.1381
1.6998	 1.2540	0.1344
1.6997	 1.4128	0.1337
1.7437	 1.6510	0.1356
1.7455	 0.6979	0.1396
1.7456	 0.8569	0.1361
1.7457	 1.1747	0.1374
1.7457	 1.3335	0.1340
1.7450	 1.4924	0.1287
1.7457	 1.0159	0.1402
1.7884	 1.7311	0.1397
1.7902	 1.5721	0.1413
1.7915	 0.6182	0.1414
1.7912	 1.4132	0.1394
1.7917	 0.7775	0.1427
1.7917	 0.9364	0.1371
1.7917	 1.0954	0.1427
1.7916	 1.2542	0.1402
1.8356	 1.6521	0.1521
1.8375	 0.6980	0.1401
1.8375	 0.8570	0.1388
1.8375	 1.0160	0.1379
1.8375	 1.1750	0.1395
1.8373	 1.3340	0.1416
1.8368	 1.4930	0.1432
1.8814	 1.7325	0.1677
1.8836	 0.9366	0.1412
1.8828	 1.5729	0.1526
1.8836	 0.6186	0.1450
1.8837	 0.7777	0.1423
1.8836	 1.0955	0.1447
1.8836	 1.2545	0.1460
1.8835	 1.4136	0.1475
1.9295	 0.6982	0.1385
1.9295	 0.8572	0.1366
1.9296	 1.0162	0.1426
1.9291	 1.6530	0.1636
1.9299	 1.1751	0.1448
1.9299	 1.3343	0.1458
1.9298	 1.4935	0.1539
1.9754	 0.6190	0.1390
1.9755	 0.7779	0.1390
1.9757	 0.9367	0.1422
1.9759	 1.0956	0.1501
1.9763	 1.2547	0.1484
1.9766	 1.4139	0.1565
1.9765	 1.5733	0.1643
1.9764	 1.7332	0.1811
2.0210	 0.6984	0.1420
2.0212	 0.8573	0.1370
2.0219	 1.0162	0.1450
2.0225	 1.1752	0.1462
2.0230	 1.3343	0.1516
2.0235	 1.4935	0.1588
2.0239	 1.6532	0.1721
2.0663	 0.6195	0.1271
2.0669	 0.7781	0.1364
2.0676	 0.9366	0.1457
2.0683	 1.0955	0.1525
2.0693	 1.2545	0.1558
2.0700	 1.4137	0.1597
2.0708	 1.5731	0.1645
2.0719	 1.7329	0.1735
2.1119	 0.6986	0.1287
2.1128	 0.8571	0.1365
2.1141	 1.0159	0.1462
2.1154	 1.1747	0.1503
2.1164	 1.3339	0.1524
2.1172	 1.4931	0.1554
2.1184	 1.6526	0.1634
2.1563	 0.6195	0.1202
2.1577	 0.7778	0.1371
2.1594	 0.9363	0.1477
2.1614	 1.0949	0.1572
2.1626	 1.2540	0.1586
2.1637	 1.4132	0.1535
2.1646	 1.5724	0.1564
2.1661	 1.7318	0.1579
2.2017	 0.6982	0.1202
2.2042	 0.8564	0.1374
2.2067	 1.0151	0.1541
2.2089	 1.1741	0.1594
2.2099	 1.3333	0.1588
2.2105	 1.4924	0.1481
2.2116	 1.6515	0.1486
2.2445	 0.6191	0.1062
2.2479	 0.7769	0.1277
2.2516	 0.9351	0.1514
2.2550	 1.0940	0.1690
2.2568	 1.2533	0.1739
2.2571	 1.5717	0.1464
2.2571	 1.4126	0.1602
2.2582	 1.7305	0.1367
2.2903	 0.6968	0.1123
2.2954	 0.8547	0.1388
2.3006	 1.0137	0.1699
2.3028	 1.6508	0.1312
2.3033	 1.4920	0.1505
2.3042	 1.1731	0.1939
2.3045	 1.3326	0.1770
2.3313	 0.6173	0.0918
2.3376	 0.7746	0.1221
2.3446	 0.9329	0.1615
2.3473	 1.7298	0.1091
2.3487	 1.5717	0.1374
2.3512	 1.4126	0.1726
2.3520	 1.0926	0.2084
2.3541	 1.2525	0.2140
2.3777	 0.6938	0.0960
2.3865	 0.8512	0.1372
2.3922	 1.6514	0.1138
2.3961	 1.4930	0.1581
2.3964	 1.0107	0.1984
2.4012	 1.3330	0.2085
#2.4386	 1.0886	0.4606
#2.4400	 1.2535	0.5110

    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    

    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
